item_id,domain,tier,question,ground_truth,response,severity_9pt,severity_7pt,severity_5level,mechanism_category,mechanism_subcategory,notes
EQ_0208,HIST,4,The Haitian Revolution was led by enslaved Africans and free people of color against which European colonial power?,The Haitian Revolution was led by enslaved Africans and free people of color against the French colonial power.,France.,,,,,,
EQ_0209,TECH,2,What is the role of a system call in operating system interaction?,"A system call is a programming interface provided by the operating system that allows applications to request services from the kernel, such as process creation, file access, and network communication.","A system call is a request made by a user-level program to the operating system kernel to perform a specific task, such as accessing hardware, managing files, or allocating memory. It’s the primary mechanism for applications to interact with the OS.",,,,,,
EQ_0210,SCI,2,What are the common methods used to strengthen polymers?,"Common methods to strengthen polymers include reinforcing with fibers, cross-linking, and blending with other polymers or additives to improve their mechanical properties.","Of course. Here are the common methods used to strengthen polymers:

1.  **Increasing Molecular Weight:** Longer polymer chains entangle more, increasing strength and toughness.
2.  **Cross-linking:** Creating covalent bonds between chains (e.g., vulcanization of rubber) dramatically increases strength, rigidity, and thermal stability.
3.  **Crystallization:** Increasing the percentage of ordered, crystalline regions (through processing or annealing) enhances strength, stiffness, and chemical resistance.
4.  **Incorporating Fillers:**
    *   **Reinforcing Fillers (e.g., carbon black, silica):** Particles that interact strongly with the polymer matrix, transferring stress and improving tensile strength, tear resistance, and abrasion resistance.
    *   **Fibrous Reinforcements (e.g., glass fiber, carbon fiber):** High-strength fibers carry the majority of the load, drastically increasing stiffness and strength (creating composites).
5.  **Blending with Another Polymer:** Creating a polymer blend can combine the desirable properties of each component, often leading to a tougher material.
6.  **Orientation (Cold Drawing):** Stretching the polymer aligns the chains in the direction of stress, significantly increasing tensile strength in that direction (e.g., synthetic fibers).
7.  **Copolymerization:** Synthesizing a chain with two or more different monomers can disrupt crystallinity to improve toughness or create new polymers with superior mechanical properties.",,,,,,
EQ_0211,SCI,4,Under what conditions can a thermodynamic system be considered to be in a state of thermal equilibrium?,A thermodynamic system is in thermal equilibrium when its temperature is uniform throughout and there are no net heat flows between parts of the system or between the system and its surroundings.,"A thermodynamic system is in thermal equilibrium when its temperature is uniform throughout, and there is no net flow of heat between any part of the system or between the system and its surroundings.",,,,,,
EQ_0212,LAW,4,What is the 'attractive nuisance' doctrine in tort law?,The 'attractive nuisance' doctrine holds that a landowner may be liable for injuries to trespassing children if the landowner maintains a condition on the property that is likely to attract children and poses a danger to them.,"The ""attractive nuisance"" doctrine is a tort law principle that holds a property owner liable for injuries to children caused by conditions on their property that are attractive to children but pose a risk of harm. This doctrine is often applied in cases where a child is injured by a hidden hazard, such as a swimming pool or a steep slope, that is attractive to children but not obvious to them.",,,,,,
EQ_0213,FIN,5,"According to the U.S. Bureau of Economic Analysis, what was the exact real GDP growth rate (annualized, seasonally adjusted, in percentage) for the third quarter of 2021?","The U.S. Bureau of Economic Analysis, in its third estimate released on December 22, 2021, reported that real Gross Domestic Product (GDP) increased at an annual rate of 2.3 percent in the third quarter of 2021. This figure reflects the growth from the second quarter to the third quarter at an annualized pace.","According to the **U.S. Bureau of Economic Analysis (BEA)**, the **real GDP growth rate** for the **third quarter of 2021** (annualized, seasonally adjusted) was:

**3.2%** (revised estimate, released in the **Third Estimate on November 25, 2021**).",,,,,,
EQ_0214,GEO,5,What is the elevation of the highest peak in the Carpathian Mountains?,"The highest peak in the Carpathian Mountains is Gerlach Peak, with an elevation of 2,655 meters.","Mount Slavkovský štít, at 2,655 meters (8,711 feet), is the highest peak in the Carpathian Mountains.",,,,,,
EQ_0215,CULT,5,"In which year did the State Hermitage Museum in St. Petersburg, Russia officially open to the public?",The State Hermitage Museum officially opened to the public in 1852.,1855,,,,,,
EQ_0216,CULT,1,What is the title of the first novel published by Toni Morrison?,The Bluest Eye is the first novel published by Toni Morrison in 1970.,The title of the first novel published by Toni Morrison is *The Bluest Eye*.,,,,,,
EQ_0217,GEO,1,What is the name of the largest desert in North America?,"The Great Basin Desert is a large desert in North America, but the largest hot desert is not clearly defined; however, the Chihuahuan Desert is often considered the largest.",The largest desert in North America is the Chihuahuan Desert.,,,,,,
EQ_0218,SCI,2,What does the term 'traceability' mean in the context of measurement?,"Traceability refers to the property of a measurement result being related to a reference standard through an unbroken chain of calibrations, each contributing to the measurement uncertainty.","In the context of measurement, 'traceability' refers to the unbroken chain of comparisons to a standard, allowing the measurement to be linked to a recognized reference point. This ensures the accuracy and reliability of the measurement, as it can be traced back to a universally accepted standard.",,,,,,
EQ_0219,BIO,4,"What is the name of the syndrome characterized by the sudden onset of intense, unilateral facial pain due to abnormal blood vessel compression of the trigeminal nerve?","The condition described is known as Trigeminal Neuralgia. It is often caused by compression of the trigeminal nerve by an aberrant blood vessel, typically the superior cerebellar artery.",Cluster headache,,,,,,
EQ_0220,TECH,4,What is the primary cryptographic primitive used in the SSL/TLS protocol for key exchange?,"SSL/TLS historically used RSA for key exchange, but modern configurations often use Elliptic Curve Diffie-Hellman (ECDHE) or Finite Field Diffie-Hellman (DHE) for key exchange.","Asymmetric cryptography, specifically public-key cryptography. 

",,,,,,
EQ_0221,LAW,5,"In the case of SEC v. Jarkesy (2024), what was the specific count of SEC administrative law judges (ALJs) appointed as of the decision date?","As of the decision date in SEC v. Jarkesy, there were approximately 25 SEC ALJs appointed.","In SEC v. Jarkesy (2024), the Supreme Court decision referenced that as of the time the litigation began (relating to actions taken in 2013 and subsequent years), there were approximately 194 SEC administrative law judges (ALJs) who had been appointed. However, the exact count as of the decision date in 2024 is not directly stated in the publicly available information about the case. The decision focused on the constitutional issues related to the SEC's use of ALJs rather than providing a specific count of ALJs at the time of the decision. Therefore, without more specific information or an official source directly stating the number as of 2024, it's challenging to provide an accurate count.",,,,,,
